SegIndex,Fn in N,η in mPas,h in mm,t in s,t_seg in s
3|69,14.53903008,0,1.025103033,95.24700165,0.7000045776
3|70,14.61839104,0,1.024753088,95.25700378,0.7100067139
3|71,14.69879723,0,1.024403027,95.26699829,0.7200012207
3|72,14.8615818,0,1.023603021,95.27700043,0.7300033569
3|73,14.94335175,0,1.022502896,95.28700256,0.7400054932
3|74,15.02525806,0,1.021403004,95.29699707,0.75
3|75,15.10749912,0,1.020453055,95.30699921,0.7600021362
3|76,15.27425957,0,1.019953052,95.31700134,0.7700042725
3|77,15.35913372,0,1.019802992,95.32700348,0.7800064087
3|78,15.44483566,0,1.019202988,95.33699799,0.7900009155
3|79,15.61719513,0,1.018253039,95.34700012,0.8000030518
3|80,15.70333099,0,1.017253031,95.35700226,0.810005188
3|81,15.78946877,0,1.016203081,95.36699677,0.8199996948
3|82,15.96243286,0,1.015503076,95.3769989,0.8300018311
3|83,16.04964066,0,1.015153015,95.38700104,0.8400039673
3|84,16.13733101,0,1.014853013,95.39700317,0.8500061035
3|85,16.31289482,0,1.014103065,95.40699768,0.8600006104
3|86,16.400177,0,1.013103058,95.41699982,0.8700027466
3|87,16.48707199,0,1.012003049,95.42700195,0.8800048828
3|88,16.57375336,0,1.011003042,95.43699646,0.8899993896
3|89,16.74789429,0,1.010452979,95.4469986,0.9000015259
3|90,16.92413902,0,1.010203036,95.46199799,0.9150009155
3|91,17.0125351,0,1.009953092,95.47200012,0.9250030518
3|92,17.10045815,0,1.009553089,95.48200226,0.935005188
3|93,17.27311516,0,1.009053085,95.49199677,0.9449996948
3|94,17.35725212,0,1.008653082,95.5019989,0.9550018311
3|95,17.43973732,0,1.00835308,95.51200104,0.9650039673
3|96,17.59926033,0,1.00810302,95.52200317,0.9750061035
3|97,17.67607307,0,1.007953077,95.53199768,0.9850006104
3|98,17.75075722,0,1.007753075,95.54199982,0.9950027466
4|1,18.7719593,0,1.007602899,95.89700317,0.01499938965
4|2,18.76335716,0,1.008202904,95.90699768,0.02499389648
4|3,18.7581234,0,1.008602907,95.91699982,0.03499603271
4|4,18.75174332,0,1.008752966,95.92700195,0.04499816895
4|5,18.7343483,0,1.009152969,95.93699646,0.05499267578
4|6,18.72303581,0,1.0099028,95.9469986,0.06499481201
4|7,18.70973396,0,1.010852749,95.95700073,0.07499694824
4|8,18.69409752,0,1.011802815,95.96700287,0.08499908447
4|9,18.65393829,0,1.012752764,95.97699738,0.09499359131
4|10,18.62848473,0,1.013302826,95.98699951,0.1049957275
4|11,18.59905624,0,1.01355277,95.99700165,0.1149978638
4|12,18.52844429,0,1.01380283,96.00700378,0.125
4|13,18.48794746,0,1.014402718,96.01699829,0.1349945068
4|14,18.44457245,0,1.015202724,96.02700043,0.1449966431
4|15,18.35027695,0,1.016052789,96.03700256,0.1549987793
4|16,18.29948807,0,1.017052797,96.04699707,0.1649932861
4|17,18.24611855,0,1.017752802,96.05699921,0.1749954224
4|18,18.1313839,0,1.018152805,96.06700134,0.1849975586
4|19,18.07020187,0,1.018252689,96.07700348,0.1949996948
4|20,18.00694656,0,1.018752693,96.08699799,0.2049942017
4|21,17.94208145,0,1.019552699,96.09700012,0.2149963379
4|22,17.80884361,0,1.020452706,96.10700226,0.2249984741
4|23,17.74065399,0,1.021452714,96.11699677,0.234992981
4|24,17.67123413,0,1.022352721,96.1269989,0.2449951172
4|25,17.5280056,0,1.022902667,96.13700104,0.2549972534
4|26,17.45398712,0,1.02315261,96.14700317,0.2649993896
4|27,17.37857246,0,1.023502555,96.15699768,0.2749938965
4|28,17.22525215,0,1.024102559,96.16699982,0.2849960327
4|29,17.14803505,0,1.025052625,96.17700195,0.2949981689
4|30,17.07059669,0,1.026052632,96.18699646,0.3049926758
4|31,16.99286842,0,1.027152524,96.1969986,0.314994812
4|32,16.8357029,0,1.02785253,96.20700073,0.3249969482
4|33,16.75586319,0,1.028252533,96.21700287,0.3349990845
4|34,16.67516899,0,1.028402592,96.22699738,0.3449935913
4|35,16.51244164,0,1.029002597,96.23699951,0.3549957275
4|36,16.43115234,0,1.029852545,96.24700165,0.3649978638
4|37,16.3501873,0,1.030852553,96.25700378,0.375
4|38,16.18901443,0,1.031802618,96.26699829,0.3849945068
4|39,16.1084404,0,1.032652566,96.27700043,0.3949966431
4|40,15.94643497,0,1.033252687,96.29199982,0.4099960327
4|41,15.86504841,0,1.03340263,96.30200195,0.4199981689
4|42,15.78376198,0,1.034002635,96.31199646,0.4299926758
4|43,15.62274647,0,1.034802524,96.3219986,0.439994812
4|44,15.5433979,0,1.035702531,96.33200073,0.4499969482
4|45,15.46484947,0,1.036602538,96.34200287,0.4599990845
4|46,15.30938911,0,1.037402544,96.35199738,0.4699935913
4|47,15.23202515,0,1.037852606,96.36199951,0.4799957275
4|48,15.15474987,0,1.038002549,96.37200165,0.4899978638
4|49,15.00109482,0,1.038402552,96.38200378,0.5
4|50,14.92527962,0,1.039102557,96.39199829,0.5099945068
4|51,14.85037708,0,1.040002564,96.40200043,0.5199966431
4|52,14.77636719,0,1.041052514,96.41200256,0.5299987793
4|53,14.63028145,0,1.042002579,96.42199707,0.5399932861
4|54,14.55762672,0,1.042652526,96.43199921,0.5499954224
4|55,14.48490143,0,1.042952528,96.44200134,0.5599975586
4|56,14.3393116,0,1.043202472,96.45200348,0.5699996948
4|57,14.26690769,0,1.043802476,96.46199799,0.5799942017
4|58,14.19508743,0,1.044702483,96.47200012,0.5899963379
4|59,14.05341339,0,1.045702491,96.48200226,0.5999984741
4|60,13.98331833,0,1.046702499,96.49199677,0.609992981
4|61,13.91338253,0,1.047552447,96.5019989,0.6199951172
4|62,13.84332275,0,1.048052451,96.51200104,0.6299972534
4|63,13.7024889,0,1.048152451,96.52200317,0.6399993896
4|64,13.63196945,0,1.048702397,96.53199768,0.6499938965
4|65,13.56176186,0,1.049552462,96.54199982,0.6599960327
4|66,13.42305279,0,1.050502411,96.55200195,0.6699981689
4|67,13.35447407,0,1.051502419,96.56199646,0.6799926758
4|68,13.28612328,0,1.052352483,96.5719986,0.689994812
4|69,13.14927483,0,1.052952488,96.58200073,0.6999969482
4|70,13.08055305,0,1.053202432,96.59200287,0.7099990845
4|71,13.01177597,0,1.053502434,96.60199738,0.7199935913
4|72,12.87533474,0,1.054102322,96.61199951,0.7299957275
4|73,12.80815887,0,1.055002329,96.62200165,0.7399978638
4|74,12.74176311,0,1.055902336,96.63200378,0.75
4|75,12.67605019,0,1.056802343,96.64199829,0.7599945068
